product_id,product_name,category,price
P0761,Bag 761,Books,519
P0762,Shampoo 762,Home Decor,3929
P0763,Shampoo 763,Clothing,1082
P0764,Bag 764,Clothing,4555
P0765,Lamp 765,Grocery,329
P0766,Rice 766,Clothing,1574
P0767,Doll 767,Personal Care,2425
P0768,Notebook 768,Home Decor,2665
P0769,TV 769,Toys,267
P0770,Shoes 770,Personal Care,3411
P0771,Lamp 771,Electronics,3834
P0772,Curtains 772,Personal Care,1861
P0773,Rice 773,Grocery,3233
P0774,Shoes 774,Grocery,3915
P0775,Doll 775,Home Decor,4088
P0776,Doll 776,Toys,3324
P0777,Shampoo 777,Books,1786
P0778,Rice 778,Personal Care,2071
P0779,Bag 779,Grocery,4414
P0780,Bag 780,Toys,3158
P0781,Curtains 781,Personal Care,3579
P0782,Doll 782,Electronics,3751
P0783,Rice 783,Grocery,1427
P0784,TV 784,Books,3561
P0785,Notebook 785,Toys,3902
P0786,TV 786,Clothing,2984
P0787,Toothpaste 787,Toys,324
P0788,Curtains 788,Home Decor,4936
P0789,TV 789,Personal Care,4096
P0790,Phone 790,Clothing,4890
P0791,TV 791,Home Decor,3336
P0792,Shoes 792,Electronics,3219
P0793,Rice 793,Toys,3168
P0794,Shirt 794,Clothing,2147
P0795,Laptop 795,Grocery,1574
P0796,Shirt 796,Books,4484
P0797,TV 797,Personal Care,1739
P0798,Toothpaste 798,Electronics,4097
P0799,Phone 799,Grocery,1674
P0800,Bag 800,Grocery,2188
P0801,Lamp 801,Books,1690
P0802,TV 802,Electronics,1491
P0803,Curtains 803,Electronics,1845
P0804,Shirt 804,Books,3501
P0805,Lamp 805,Clothing,3326
P0806,Shampoo 806,Grocery,4324
P0807,Doll 807,Clothing,300
P0808,Pen 808,Personal Care,1982
P0809,Lamp 809,Personal Care,540
P0810,Curtains 810,Books,1448
P0811,Mug 811,Books,1295
P0812,Curtains 812,Books,2755
P0813,Shirt 813,Electronics,1744
P0814,Curtains 814,Home Decor,1883
P0815,Phone 815,Grocery,1679
P0816,Laptop 816,Electronics,654
P0817,Shirt 817,Toys,1224
P0818,Phone 818,Personal Care,2133
P0819,Doll 819,Toys,1666
P0820,Rice 820,Books,1109
P0821,Shoes 821,Toys,3216
P0822,Pen 822,Home Decor,1038
P0823,Shoes 823,Grocery,3108
P0824,TV 824,Grocery,1869
P0825,Curtains 825,Personal Care,1451
P0826,Laptop 826,Home Decor,677
P0827,Shoes 827,Books,3002
P0828,Rice 828,Clothing,1524
P0829,Laptop 829,Clothing,914
P0830,Lamp 830,Electronics,2796
P0831,Mug 831,Books,4403
P0832,Doll 832,Personal Care,1484
P0833,Shoes 833,Home Decor,2106
P0834,Rice 834,Grocery,1116
P0835,Bag 835,Personal Care,1870
P0836,TV 836,Electronics,1708
P0837,Doll 837,Books,482
P0838,Rice 838,Books,886
P0839,Phone 839,Clothing,1930
P0840,Mug 840,Books,4669
P0841,Shirt 841,Home Decor,3405
P0842,Mug 842,Personal Care,4315
P0843,Mug 843,Toys,386
P0844,Notebook 844,Home Decor,2526
P0845,Notebook 845,Grocery,270
P0846,Shirt 846,Home Decor,3203
P0847,Shirt 847,Books,2351
P0848,Notebook 848,Personal Care,379
P0849,Rice 849,Home Decor,330
P0850,Doll 850,Books,2264
P0851,Toothpaste 851,Toys,3184
P0852,Curtains 852,Grocery,273
P0853,TV 853,Grocery,4954
P0854,Rice 854,Books,1856
P0855,Toothpaste 855,Books,2755
P0856,TV 856,Grocery,4245
P0857,Rice 857,Toys,1831
P0858,Bag 858,Grocery,653
P0859,Notebook 859,Clothing,3470
P0860,Shoes 860,Books,4494
P0861,Mug 861,Books,3373
P0862,Lamp 862,Home Decor,4670
P0863,Phone 863,Home Decor,2292
P0864,Shoes 864,Home Decor,4068
P0865,Notebook 865,Personal Care,4160
P0866,Phone 866,Electronics,4826
P0867,Mug 867,Toys,3555
P0868,Mug 868,Toys,2614
P0869,Bag 869,Toys,3499
P0870,Lamp 870,Clothing,573
P0871,Shampoo 871,Clothing,159
P0872,Shoes 872,Home Decor,4623
P0873,Bag 873,Toys,3596
P0874,Notebook 874,Electronics,3048
P0875,Mug 875,Books,4658
P0876,Mug 876,Clothing,1360
P0877,Mug 877,Clothing,1024
P0878,Phone 878,Grocery,3886
P0879,Pen 879,Home Decor,4759
P0880,Phone 880,Grocery,4655
P0881,Laptop 881,Grocery,796
P0882,Laptop 882,Books,1621
P0883,Shampoo 883,Electronics,790
P0884,Doll 884,Books,955
P0885,Shoes 885,Clothing,4440
P0886,Pen 886,Grocery,940
P0887,TV 887,Books,2344
P0888,Curtains 888,Electronics,4121
P0889,Notebook 889,Books,1863
P0890,Curtains 890,Books,4555
P0891,TV 891,Grocery,4604
P0892,Shampoo 892,Grocery,3111
P0893,Curtains 893,Home Decor,1140
P0894,Notebook 894,Electronics,1033
P0895,Laptop 895,Toys,58
P0896,Shoes 896,Books,2250
P0897,Rice 897,Personal Care,1909
P0898,Shirt 898,Electronics,4643
P0899,Phone 899,Grocery,2088
P0900,Bag 900,Books,4811
P0901,Shoes 901,Books,737
P0902,Shirt 902,Electronics,3312
P0903,Rice 903,Books,1403
P0904,Toothpaste 904,Electronics,2003
P0905,Shirt 905,Grocery,728
P0906,TV 906,Toys,923
P0907,Shoes 907,Personal Care,4047
P0908,TV 908,Home Decor,3256
P0909,Laptop 909,Grocery,2451
P0910,Shoes 910,Toys,3692
P0911,Shampoo 911,Toys,3968
P0912,Notebook 912,Home Decor,836
P0913,Toothpaste 913,Books,3733
P0914,Bag 914,Books,2337
P0915,Pen 915,Clothing,1702
P0916,Rice 916,Personal Care,2627
P0917,Rice 917,Personal Care,4188
P0918,Notebook 918,Home Decor,1150
P0919,Shirt 919,Home Decor,3510
P0920,Doll 920,Electronics,4217
P0921,Shampoo 921,Clothing,1111
P0922,Mug 922,Grocery,563
P0923,Lamp 923,Clothing,4832
P0924,Shoes 924,Grocery,2089
P0925,Shampoo 925,Electronics,748
P0926,Lamp 926,Grocery,3421
P0927,Shirt 927,Personal Care,4176
P0928,Rice 928,Books,1473
P0929,Bag 929,Clothing,2964
P0930,Lamp 930,Grocery,3574
P0931,Shoes 931,Electronics,285
P0932,Shoes 932,Personal Care,4453
P0933,Mug 933,Grocery,1772
P0934,Laptop 934,Electronics,1689
P0935,Shampoo 935,Grocery,2921
P0936,Curtains 936,Toys,4651
P0937,Phone 937,Toys,4749
P0938,Laptop 938,Toys,4486
P0939,Phone 939,Clothing,1405
P0940,Shirt 940,Toys,2470
P0941,Rice 941,Grocery,3006
P0942,Notebook 942,Books,2282
P0943,TV 943,Toys,3110
P0944,Bag 944,Electronics,4573
P0945,Curtains 945,Home Decor,146
P0946,Pen 946,Grocery,4956
P0947,Mug 947,Toys,2665
P0948,Toothpaste 948,Grocery,3870
P0949,Toothpaste 949,Toys,3116
P0950,Shampoo 950,Toys,408
P0951,Doll 951,Toys,4587
P0952,Shampoo 952,Clothing,4538
P0953,Curtains 953,Personal Care,1441
P0954,Shampoo 954,Toys,1630
P0955,Mug 955,Grocery,4556
P0956,Mug 956,Home Decor,4684
P0957,Phone 957,Grocery,2031
P0958,Phone 958,Home Decor,268
P0959,Shampoo 959,Clothing,3516
P0960,Shoes 960,Electronics,3455
P0961,Shampoo 961,Grocery,2356
P0962,Notebook 962,Toys,4169
P0963,Pen 963,Personal Care,3924
P0964,Mug 964,Home Decor,3028
P0965,Shampoo 965,Grocery,4784
P0966,Shirt 966,Books,913
P0967,Notebook 967,Books,1342
P0968,Curtains 968,Personal Care,3129
P0969,Pen 969,Books,502
P0970,Bag 970,Electronics,160
P0971,Mug 971,Clothing,4224
P0972,Lamp 972,Grocery,1767
P0973,Toothpaste 973,Grocery,1101
P0974,Lamp 974,Personal Care,1874
P0975,TV 975,Home Decor,4773
P0976,Toothpaste 976,Home Decor,4467
P0977,Shampoo 977,Toys,4563
P0978,Mug 978,Home Decor,1728
P0979,Laptop 979,Toys,4396
P0980,Mug 980,Clothing,2081
P0981,TV 981,Grocery,3120
P0982,Pen 982,Toys,592
P0983,Shirt 983,Toys,3896
P0984,Laptop 984,Toys,690
P0985,Notebook 985,Clothing,1150
P0986,Phone 986,Personal Care,641
P0987,Curtains 987,Clothing,3659
P0988,Shampoo 988,Books,1318
P0989,Lamp 989,Electronics,1555
P0990,Pen 990,Home Decor,979
P0991,Bag 991,Books,2157
P0992,Lamp 992,Home Decor,3474
P0993,Mug 993,Clothing,4428
P0994,Shirt 994,Home Decor,352
P0995,Phone 995,Toys,431
P0996,Pen 996,Clothing,4439
P0997,Bag 997,Toys,4002
P0998,Rice 998,Home Decor,2244
P0999,Shampoo 999,Personal Care,3941
P1000,Phone 1000,Home Decor,3896
P1001,Bag 1001,Home Decor,2520
P1002,Bag 1002,Grocery,852
P1003,TV 1003,Personal Care,2345
P1004,Lamp 1004,Clothing,1950
P1005,Phone 1005,Clothing,1584
P1006,Notebook 1006,Clothing,1385
P1007,Phone 1007,Grocery,2808
P1008,Shampoo 1008,Home Decor,3313
P1009,Phone 1009,Grocery,1037
P1010,Shirt 1010,Clothing,1490
P1011,Toothpaste 1011,Home Decor,3740
P1012,Pen 1012,Personal Care,3146
P1013,Doll 1013,Books,1266
P1014,Rice 1014,Clothing,4436
P1015,Doll 1015,Electronics,1746
P1016,Shirt 1016,Home Decor,2388
P1017,Pen 1017,Personal Care,1350
P1018,Notebook 1018,Personal Care,3354
P1019,Shoes 1019,Home Decor,4731
P1020,Lamp 1020,Personal Care,451
P1021,Shoes 1021,Electronics,2987
P1022,Mug 1022,Toys,4120
P1023,Rice 1023,Personal Care,4571
P1024,Curtains 1024,Clothing,2878
P1025,Rice 1025,Clothing,3469
P1026,Shoes 1026,Electronics,1681
P1027,Shoes 1027,Electronics,2021
P1028,Rice 1028,Personal Care,4539
P1029,Curtains 1029,Electronics,526
P1030,Mug 1030,Electronics,2319
P1031,Toothpaste 1031,Personal Care,1509
P1032,Pen 1032,Books,2048
P1033,Shoes 1033,Toys,4959
P1034,Shirt 1034,Home Decor,2938
P1035,Lamp 1035,Grocery,2378
P1036,Rice 1036,Toys,3663
P1037,Doll 1037,Personal Care,2294
P1038,Notebook 1038,Toys,2735
P1039,Toothpaste 1039,Toys,2070
P1040,Laptop 1040,Home Decor,599
P1041,Doll 1041,Electronics,4862
P1042,Shirt 1042,Toys,2088
P1043,Mug 1043,Clothing,4432
P1044,Shirt 1044,Clothing,725
P1045,Doll 1045,Personal Care,1433
P1046,Bag 1046,Personal Care,3001
P1047,Shoes 1047,Clothing,4997
P1048,Shoes 1048,Home Decor,2806
P1049,Toothpaste 1049,Electronics,1097
P1050,Laptop 1050,Grocery,1028
P1051,Toothpaste 1051,Clothing,2665
P1052,Curtains 1052,Grocery,2135
P1053,Notebook 1053,Clothing,2689
P1054,Shampoo 1054,Grocery,1855
P1055,Notebook 1055,Clothing,1732
P1056,Lamp 1056,Grocery,4766
P1057,TV 1057,Grocery,2825
P1058,TV 1058,Books,4950
P1059,Bag 1059,Toys,489
P1060,Mug 1060,Toys,4168
P1061,Shoes 1061,Personal Care,1858
P1062,Mug 1062,Books,4007
P1063,Lamp 1063,Electronics,4673
P1064,Pen 1064,Clothing,4754
P1065,Rice 1065,Clothing,4643
P1066,Shirt 1066,Grocery,4146
P1067,Shampoo 1067,Clothing,4649
P1068,Notebook 1068,Personal Care,4834
P1069,Laptop 1069,Books,2101
P1070,Toothpaste 1070,Grocery,818
P1071,Curtains 1071,Home Decor,3211
P1072,Toothpaste 1072,Home Decor,2213
P1073,TV 1073,Grocery,920
P1074,TV 1074,Electronics,3201
P1075,Notebook 1075,Electronics,2289
P1076,Mug 1076,Home Decor,1974
P1077,Mug 1077,Clothing,4577
P1078,Doll 1078,Grocery,3837
P1079,Laptop 1079,Toys,1754
P1080,Pen 1080,Clothing,293
P1081,Pen 1081,Personal Care,2607
P1082,Mug 1082,Books,4947
P1083,Phone 1083,Books,1562
P1084,Mug 1084,Books,4669
P1085,Toothpaste 1085,Toys,2770
P1086,TV 1086,Clothing,3344
P1087,Phone 1087,Electronics,4239
P1088,Shampoo 1088,Toys,1027
P1089,Lamp 1089,Clothing,2454
P1090,Shampoo 1090,Grocery,2282
P1091,Lamp 1091,Books,375
P1092,Toothpaste 1092,Toys,1992
P1093,Shirt 1093,Grocery,2457
P1094,TV 1094,Books,4360
P1095,Bag 1095,Grocery,1033
P1096,Doll 1096,Books,4220
P1097,Bag 1097,Toys,3074
P1098,Toothpaste 1098,Books,1814
P1099,Doll 1099,Books,831
P1100,TV 1100,Grocery,1203
P1101,Phone 1101,Books,1381
P1102,Notebook 1102,Home Decor,1600
P1103,Pen 1103,Clothing,2905
P1104,Shoes 1104,Home Decor,3195
P1105,Doll 1105,Toys,1016
P1106,TV 1106,Books,1930
P1107,Notebook 1107,Books,3640
P1108,Toothpaste 1108,Grocery,1042
P1109,Pen 1109,Personal Care,2103
P1110,Rice 1110,Toys,1494
P1111,Bag 1111,Personal Care,334
P1112,Shampoo 1112,Clothing,2465
P1113,Pen 1113,Grocery,1707
P1114,Bag 1114,Personal Care,4630
P1115,Curtains 1115,Grocery,4679
P1116,Bag 1116,Personal Care,3204
P1117,Curtains 1117,Clothing,2824
P1118,Pen 1118,Books,2391
P1119,Mug 1119,Electronics,221
P1120,Lamp 1120,Toys,4828
P1121,Shirt 1121,Toys,312
P1122,Lamp 1122,Books,88
P1123,Laptop 1123,Home Decor,4570
P1124,Toothpaste 1124,Personal Care,3218
P1125,Lamp 1125,Books,883
P1126,Rice 1126,Toys,69
P1127,Shampoo 1127,Home Decor,3151
P1128,Toothpaste 1128,Clothing,4589
P1129,Bag 1129,Grocery,3979
P1130,Rice 1130,Books,4850
P1131,Bag 1131,Books,4861
P1132,Toothpaste 1132,Books,2583
P1133,Doll 1133,Electronics,299
P1134,Mug 1134,Books,4905
P1135,Shoes 1135,Personal Care,287
P1136,Shampoo 1136,Books,666
P1137,Toothpaste 1137,Grocery,3364
P1138,Bag 1138,Clothing,3587
P1139,Shoes 1139,Personal Care,4424
P1140,Phone 1140,Home Decor,2455
P1141,Doll 1141,Electronics,2503
P1142,TV 1142,Books,1839
P1143,Toothpaste 1143,Personal Care,2398
P1144,Rice 1144,Books,499
P1145,Rice 1145,Clothing,1186
P1146,Phone 1146,Grocery,4735
P1147,Shoes 1147,Home Decor,3741
P1148,Bag 1148,Toys,3644
P1149,Pen 1149,Books,3816
P1150,Shirt 1150,Books,735
P1151,Shoes 1151,Home Decor,2834
P1152,Mug 1152,Toys,4479
P1153,Phone 1153,Books,4327
P1154,Lamp 1154,Grocery,2653
P1155,Curtains 1155,Grocery,2143
P1156,Curtains 1156,Grocery,1105
P1157,Pen 1157,Grocery,3308
P1158,Lamp 1158,Books,2435
P1159,Mug 1159,Books,1888
P1160,Toothpaste 1160,Electronics,1906
P1161,Doll 1161,Electronics,3246
P1162,Curtains 1162,Grocery,4460
P1163,Mug 1163,Clothing,2246
P1164,Phone 1164,Toys,4171
P1165,Shampoo 1165,Grocery,996
P1166,Shirt 1166,Toys,3436
P1167,Bag 1167,Clothing,2838
P1168,TV 1168,Books,4899
P1169,TV 1169,Personal Care,4121
P1170,Shoes 1170,Toys,1984
P1171,Shoes 1171,Grocery,4282
P1172,Notebook 1172,Home Decor,4827
P1173,Notebook 1173,Personal Care,1959
P1174,Lamp 1174,Books,2434
P1175,Curtains 1175,Electronics,740
P1176,Doll 1176,Grocery,238
P1177,Notebook 1177,Books,1707
P1178,Notebook 1178,Electronics,2212
P1179,Shampoo 1179,Personal Care,4958
P1180,Phone 1180,Toys,3795
P1181,Bag 1181,Grocery,2207
P1182,TV 1182,Toys,4238
P1183,Rice 1183,Toys,302
P1184,Doll 1184,Toys,2589
P1185,Bag 1185,Grocery,2306
P1186,Lamp 1186,Books,3604
P1187,Shoes 1187,Electronics,4013
P1188,Rice 1188,Clothing,1726
P1189,TV 1189,Personal Care,4573
P1190,Phone 1190,Electronics,838
P1191,Curtains 1191,Books,1672
P1192,Shirt 1192,Clothing,4237
P1193,TV 1193,Electronics,1813
P1194,Shoes 1194,Grocery,4992
P1195,Shampoo 1195,Home Decor,3624
P1196,Phone 1196,Books,1142
P1197,Doll 1197,Books,4965
P1198,Shirt 1198,Home Decor,503
P1199,Phone 1199,Toys,3242
P1200,Doll 1200,Clothing,4228
P1201,Phone 1201,Clothing,929
P1202,Phone 1202,Home Decor,2844
P1203,Laptop 1203,Home Decor,2165
P1204,Shirt 1204,Personal Care,3758
P1205,Laptop 1205,Grocery,1611
P1206,Toothpaste 1206,Personal Care,3816
P1207,Bag 1207,Electronics,3933
P1208,Phone 1208,Clothing,2511
P1209,Laptop 1209,Electronics,4763
P1210,Shoes 1210,Electronics,1063
P1211,Bag 1211,Grocery,1220
P1212,Lamp 1212,Electronics,1320
P1213,Curtains 1213,Personal Care,3781
P1214,Laptop 1214,Grocery,722
P1215,Shoes 1215,Grocery,2295
P1216,Laptop 1216,Books,3144
P1217,Doll 1217,Personal Care,3517
P1218,Pen 1218,Personal Care,3775
P1219,Notebook 1219,Clothing,2729
P1220,Shampoo 1220,Personal Care,3730
P1221,Mug 1221,Electronics,1206
P1222,Mug 1222,Grocery,3268
P1223,Bag 1223,Grocery,2061
P1224,Pen 1224,Grocery,4969
P1225,Pen 1225,Books,802
P1226,Lamp 1226,Grocery,3160
P1227,Lamp 1227,Grocery,1685
P1228,Rice 1228,Electronics,4630
P1229,Phone 1229,Personal Care,732
P1230,Toothpaste 1230,Books,560
P1231,Laptop 1231,Clothing,1513
P1232,Curtains 1232,Electronics,1999
P1233,TV 1233,Home Decor,4161
P1234,Phone 1234,Books,3156
P1235,Shampoo 1235,Electronics,4195
P1236,Phone 1236,Grocery,4921
P1237,Laptop 1237,Home Decor,3115
P1238,Pen 1238,Toys,1376
P1239,Pen 1239,Toys,2381
P1240,Bag 1240,Home Decor,545
P1241,Shoes 1241,Personal Care,1386
P1242,TV 1242,Personal Care,4815
P1243,Doll 1243,Clothing,4390
P1244,Laptop 1244,Books,2899
P1245,TV 1245,Electronics,1485
P1246,Lamp 1246,Personal Care,3656
P1247,Shampoo 1247,Toys,1525
P1248,Phone 1248,Grocery,3584
P1249,Shampoo 1249,Grocery,2660
P1250,Curtains 1250,Clothing,4562
P1251,Shoes 1251,Books,3439
P1252,Lamp 1252,Grocery,4185
P1253,Phone 1253,Personal Care,342
P1254,Lamp 1254,Clothing,2111
P1255,Phone 1255,Home Decor,599
P1256,Shoes 1256,Home Decor,3784
P1257,Doll 1257,Books,923
P1258,Bag 1258,Books,2931
P1259,Shampoo 1259,Toys,992
P1260,Laptop 1260,Personal Care,3185
P1261,Curtains 1261,Clothing,2766
P1262,Rice 1262,Personal Care,4318
P1263,Phone 1263,Personal Care,2665
P1264,Shirt 1264,Personal Care,3981
P1265,Mug 1265,Toys,341
P1266,Curtains 1266,Personal Care,2693
P1267,TV 1267,Clothing,4759
P1268,Mug 1268,Grocery,3658
P1269,Toothpaste 1269,Grocery,2839
P1270,Pen 1270,Toys,1584
P1271,Pen 1271,Electronics,2080
P1272,TV 1272,Home Decor,4103
P1273,TV 1273,Clothing,2237
P1274,Laptop 1274,Toys,3246
P1275,Rice 1275,Clothing,4954
P1276,Pen 1276,Clothing,3986
P1277,Mug 1277,Books,4160
P1278,Doll 1278,Personal Care,355
P1279,Curtains 1279,Personal Care,1021
P1280,Curtains 1280,Grocery,3897
P1281,Phone 1281,Clothing,4695
P1282,Shampoo 1282,Toys,918
P1283,Shampoo 1283,Electronics,2835
P1284,TV 1284,Toys,2993
P1285,Shirt 1285,Grocery,4441
P1286,TV 1286,Home Decor,892
P1287,Toothpaste 1287,Toys,2984
P1288,Rice 1288,Electronics,50
P1289,Mug 1289,Books,848
P1290,Shoes 1290,Electronics,125
P1291,Pen 1291,Clothing,4488
P1292,Bag 1292,Toys,973
P1293,Notebook 1293,Books,1505
P1294,Pen 1294,Toys,3772
P1295,Shirt 1295,Books,3283
P1296,Shirt 1296,Personal Care,4103
P1297,Curtains 1297,Home Decor,2972
P1298,Shampoo 1298,Home Decor,201
P1299,Lamp 1299,Electronics,1578
P1300,Bag 1300,Personal Care,210
P1301,Bag 1301,Books,4768
P1302,Phone 1302,Grocery,3579
P1303,Pen 1303,Electronics,2768
P1304,Doll 1304,Home Decor,1756
P1305,TV 1305,Home Decor,2843
P1306,Shoes 1306,Personal Care,4933
P1307,Bag 1307,Toys,717
P1308,Toothpaste 1308,Clothing,2371
P1309,Phone 1309,Home Decor,3104
P1310,Rice 1310,Clothing,3158
P1311,Shirt 1311,Personal Care,4240
P1312,Curtains 1312,Toys,270
P1313,Bag 1313,Books,1197
P1314,Shirt 1314,Toys,1866
P1315,Bag 1315,Clothing,2086
P1316,Toothpaste 1316,Personal Care,2028
P1317,Mug 1317,Clothing,4728
P1318,Shampoo 1318,Toys,2510
P1319,Phone 1319,Toys,1442
P1320,Doll 1320,Grocery,2899
P1321,Mug 1321,Books,4719
P1322,Phone 1322,Personal Care,4811
P1323,Laptop 1323,Toys,2218
P1324,Shoes 1324,Books,2853
P1325,Pen 1325,Grocery,2224
P1326,Toothpaste 1326,Personal Care,3757
P1327,Shirt 1327,Toys,4775
P1328,Laptop 1328,Personal Care,3554
P1329,Doll 1329,Books,736
P1330,Shirt 1330,Electronics,2170
P1331,Bag 1331,Personal Care,439
P1332,Mug 1332,Home Decor,4678
P1333,Toothpaste 1333,Electronics,1716
P1334,Toothpaste 1334,Personal Care,1848
P1335,Rice 1335,Toys,4077
P1336,Laptop 1336,Electronics,1673
P1337,Shirt 1337,Grocery,2435
P1338,Curtains 1338,Electronics,508
P1339,Mug 1339,Electronics,1791
P1340,Doll 1340,Electronics,2683
P1341,Curtains 1341,Clothing,946
P1342,Notebook 1342,Personal Care,3437
P1343,Shoes 1343,Toys,3142
P1344,TV 1344,Clothing,2302
P1345,Phone 1345,Clothing,3482
P1346,Shirt 1346,Personal Care,3870
P1347,Shampoo 1347,Grocery,3621
P1348,Bag 1348,Home Decor,4241
P1349,Shampoo 1349,Home Decor,233
P1350,Laptop 1350,Home Decor,2997
P1351,Notebook 1351,Personal Care,2519
P1352,Pen 1352,Home Decor,1090
P1353,Toothpaste 1353,Home Decor,2888
P1354,Mug 1354,Electronics,2379
P1355,Phone 1355,Grocery,4423
P1356,Rice 1356,Toys,3445
P1357,Shoes 1357,Home Decor,456
P1358,Shoes 1358,Electronics,1376
P1359,Toothpaste 1359,Clothing,1315
P1360,Shirt 1360,Personal Care,795
P1361,Curtains 1361,Home Decor,2157
P1362,Bag 1362,Grocery,2844
P1363,Shoes 1363,Personal Care,3973
P1364,Rice 1364,Personal Care,3254
P1365,Phone 1365,Personal Care,414
P1366,TV 1366,Books,4625
P1367,Bag 1367,Personal Care,2015
P1368,Curtains 1368,Clothing,3599
P1369,Shirt 1369,Clothing,3219
P1370,Mug 1370,Home Decor,3637
P1371,Curtains 1371,Books,4977
P1372,Bag 1372,Toys,447
P1373,TV 1373,Grocery,2282
P1374,Doll 1374,Books,53
P1375,Toothpaste 1375,Grocery,918
P1376,TV 1376,Home Decor,3721
P1377,Laptop 1377,Clothing,4905
P1378,Curtains 1378,Toys,2158
P1379,Pen 1379,Personal Care,371
P1380,Shoes 1380,Electronics,4000
P1381,Shirt 1381,Books,3819
P1382,Rice 1382,Toys,2068
P1383,Toothpaste 1383,Grocery,3862
P1384,Rice 1384,Home Decor,191
P1385,Toothpaste 1385,Grocery,3327
P1386,Bag 1386,Toys,1683
P1387,Phone 1387,Grocery,3223
P1388,Doll 1388,Books,1688
P1389,Shoes 1389,Toys,4617
P1390,Phone 1390,Home Decor,3497
P1391,Shampoo 1391,Electronics,3044
P1392,Shirt 1392,Clothing,3959
P1393,Notebook 1393,Electronics,91
P1394,Doll 1394,Books,2396
P1395,Shampoo 1395,Grocery,3014
P1396,Rice 1396,Clothing,3519
P1397,Mug 1397,Home Decor,1849
P1398,Mug 1398,Personal Care,1876
P1399,Mug 1399,Personal Care,1439
P1400,Shirt 1400,Home Decor,668
P1401,Doll 1401,Toys,2702
P1402,Doll 1402,Home Decor,474
P1403,Laptop 1403,Home Decor,355
P1404,Bag 1404,Home Decor,3578
P1405,Pen 1405,Personal Care,1681
P1406,Shampoo 1406,Electronics,1563
P1407,Shoes 1407,Clothing,4581
P1408,Shampoo 1408,Clothing,4525
P1409,Pen 1409,Personal Care,203
P1410,Notebook 1410,Toys,70
P1411,Shirt 1411,Home Decor,4546
P1412,Lamp 1412,Personal Care,489
P1413,Shirt 1413,Books,4114
P1414,Shirt 1414,Personal Care,4476
P1415,Pen 1415,Personal Care,539
P1416,Shoes 1416,Books,4259
P1417,Phone 1417,Home Decor,51
P1418,Shoes 1418,Toys,1735
P1419,Doll 1419,Personal Care,4207
P1420,Shirt 1420,Books,4362
P1421,Bag 1421,Home Decor,4245
P1422,Shampoo 1422,Personal Care,3027
P1423,Curtains 1423,Books,355
P1424,Toothpaste 1424,Toys,3951
P1425,Shoes 1425,Grocery,3198
P1426,Lamp 1426,Grocery,4243
P1427,Phone 1427,Grocery,3895
P1428,Laptop 1428,Toys,2216
P1429,Lamp 1429,Clothing,4866
P1430,Shoes 1430,Electronics,4308
P1431,Notebook 1431,Home Decor,55
P1432,Mug 1432,Home Decor,2866
P1433,TV 1433,Books,4085
P1434,Doll 1434,Grocery,1465
P1435,TV 1435,Grocery,672
P1436,Phone 1436,Electronics,2290
P1437,Phone 1437,Clothing,4755
P1438,Mug 1438,Toys,4663
P1439,Doll 1439,Personal Care,4655
P1440,Notebook 1440,Books,414
P1441,Phone 1441,Books,3514
P1442,Rice 1442,Toys,1563
P1443,TV 1443,Grocery,1139
P1444,Shampoo 1444,Toys,4984
P1445,Pen 1445,Electronics,1922
P1446,Toothpaste 1446,Grocery,4659
P1447,Toothpaste 1447,Home Decor,3293
P1448,TV 1448,Home Decor,649
P1449,Doll 1449,Books,1428
P1450,Toothpaste 1450,Toys,3708
P1451,Curtains 1451,Electronics,4745
P1452,Shirt 1452,Clothing,1204
P1453,Mug 1453,Grocery,3808
P1454,Phone 1454,Electronics,4561
P1455,Shampoo 1455,Clothing,2164
P1456,Mug 1456,Electronics,979
P1457,Doll 1457,Clothing,3733
P1458,Pen 1458,Home Decor,3716
P1459,Shirt 1459,Clothing,2477
P1460,Lamp 1460,Clothing,4516
P1461,Curtains 1461,Clothing,1545
P1462,Shampoo 1462,Books,1150
P1463,Mug 1463,Personal Care,792
P1464,Notebook 1464,Electronics,342
P1465,Shampoo 1465,Toys,4857
P1466,Toothpaste 1466,Home Decor,3181
P1467,Curtains 1467,Grocery,4442
P1468,Curtains 1468,Home Decor,4968
P1469,Toothpaste 1469,Clothing,2477
P1470,Doll 1470,Clothing,2523
P1471,Shirt 1471,Clothing,2624
P1472,Shampoo 1472,Home Decor,676
P1473,Phone 1473,Home Decor,2757
P1474,Doll 1474,Toys,1091
P1475,TV 1475,Toys,208
P1476,Toothpaste 1476,Grocery,4979
P1477,Mug 1477,Toys,3292
P1478,Pen 1478,Clothing,4780
P1479,Phone 1479,Personal Care,381
P1480,Phone 1480,Clothing,1297
P1481,Phone 1481,Grocery,4577
P1482,Curtains 1482,Electronics,1708
P1483,Pen 1483,Home Decor,2897
P1484,Shampoo 1484,Toys,3874
P1485,Doll 1485,Personal Care,4408
P1486,Phone 1486,Toys,64
P1487,Curtains 1487,Toys,1345
P1488,Rice 1488,Clothing,4998
P1489,Laptop 1489,Grocery,2809
P1490,Pen 1490,Electronics,1310
P1491,Pen 1491,Books,3358
P1492,Doll 1492,Electronics,4478
P1493,Shirt 1493,Books,2924
P1494,Laptop 1494,Electronics,4269
P1495,Toothpaste 1495,Books,3092
P1496,Bag 1496,Books,3971
P1497,Doll 1497,Toys,647
