transaction_id,merchant_id,product_id,amount,transaction_date,payment_mode,card_type
TXN01488,M003,P3332,3282,26-11-2023,Card,Amex
TXN01489,M001,P2765,901,29-07-2023,Card,Master
TXN01490,M001,P0780,521,19-12-2023,Cash,Visa
TXN01491,M001,P3802,1829,07-02-2023,Card,NA
TXN01492,M002,P0249,4719,18-08-2023,UPI,Amex
TXN01493,M001,P0532,275,31-07-2023,Cash,Amex
TXN01494,M002,P2874,816,02-02-2023,Card,Amex
TXN01495,M003,P4605,4540,07-04-2023,Card,Master
TXN01496,M002,P4650,1807,30-10-2023,Cash,Visa
TXN01497,M002,P0468,4908,15-03-2023,UPI,Master
TXN01498,M002,P0442,2840,25-11-2023,UPI,Master
TXN01499,M001,P2024,2663,20-07-2023,Card,Master
TXN01500,M003,P3443,3334,28-04-2023,Card,NA
TXN01501,M001,P2790,1331,17-11-2023,Cash,NA
TXN01502,M002,P3247,3577,04-03-2023,Cash,Amex
TXN01503,M001,P3148,1555,08-03-2023,Cash,Amex
TXN01504,M003,P4886,4760,25-12-2023,Cash,Amex
TXN01505,M003,P1379,1973,20-04-2023,UPI,Visa
TXN01506,M001,P3504,1536,07-11-2023,Cash,Visa
TXN01507,M001,P0854,1504,02-07-2023,UPI,NA
TXN01508,M003,P1037,3419,25-08-2023,UPI,Visa
TXN01509,M003,P1771,1969,18-08-2023,Cash,NA
TXN01510,M001,P1715,965,06-01-2023,UPI,Amex
TXN01511,M002,P1841,4588,27-03-2023,UPI,Visa
TXN01512,M003,P4913,3718,09-07-2023,UPI,NA
TXN01513,M001,P1833,2553,17-08-2023,Card,Master
TXN01514,M003,P0807,3034,26-07-2023,UPI,Amex
TXN01515,M001,P1788,3336,17-10-2023,UPI,Master
TXN01516,M001,P4248,2711,13-10-2023,Card,Master
TXN01517,M002,P2460,4803,01-01-2023,Cash,NA
TXN01518,M001,P4498,3586,10-10-2023,Card,Amex
TXN01519,M003,P0755,4504,30-01-2023,UPI,Amex
TXN01520,M002,P4781,3647,21-04-2023,UPI,NA
TXN01521,M003,P3558,1453,09-05-2023,UPI,Master
TXN01522,M001,P4760,489,18-06-2023,Card,Visa
TXN01523,M001,P3872,3137,17-03-2023,Card,NA
TXN01524,M003,P2304,1214,07-01-2023,UPI,Amex
TXN01525,M003,P2370,4633,05-01-2023,UPI,NA
TXN01526,M002,P1053,115,06-04-2023,Card,Visa
TXN01527,M001,P0665,2584,24-11-2023,Card,Amex
TXN01528,M003,P0605,2348,04-03-2023,Cash,NA
TXN01529,M001,P0416,3519,31-05-2023,UPI,Amex
TXN01530,M002,P1831,758,05-04-2023,UPI,Visa
TXN01531,M003,P4450,4952,05-09-2023,UPI,Visa
TXN01532,M001,P4138,2594,29-07-2023,Cash,NA
TXN01533,M001,P4952,4761,25-03-2023,UPI,Master
TXN01534,M001,P0621,1377,27-07-2023,UPI,Amex
TXN01535,M003,P3430,2250,06-08-2023,Cash,Amex
TXN01536,M001,P0039,4250,14-07-2023,Card,NA
TXN01537,M002,P4985,4345,22-08-2023,Cash,Visa
TXN01538,M001,P2216,4856,19-05-2023,UPI,Visa
TXN01539,M003,P3041,1773,24-04-2023,Card,Visa
TXN01540,M001,P3369,2576,04-04-2023,Card,NA
TXN01541,M001,P0499,2235,11-10-2023,Cash,Master
TXN01542,M002,P0293,1065,25-02-2023,UPI,Visa
TXN01543,M002,P4983,3410,27-12-2023,Card,NA
TXN01544,M001,P0985,4736,30-11-2023,UPI,Visa
TXN01545,M002,P3175,1269,18-06-2023,Card,Master
TXN01546,M003,P3698,2734,10-09-2023,UPI,NA
TXN01547,M001,P1585,4365,07-06-2023,Cash,Master
TXN01548,M003,P3392,4998,31-03-2023,Cash,Master
TXN01549,M001,P2624,145,31-12-2023,Card,NA
TXN01550,M001,P2440,323,12-06-2023,Card,NA
TXN01551,M002,P2032,674,07-05-2023,Card,Visa
TXN01552,M002,P4737,980,28-02-2023,Card,Master
TXN01553,M001,P0522,330,15-12-2023,UPI,Visa
TXN01554,M002,P0193,2476,13-09-2023,Card,Master
TXN01555,M003,P0463,4473,17-05-2023,UPI,Visa
TXN01556,M003,P1491,650,23-03-2023,UPI,Visa
TXN01557,M002,P3833,3779,25-11-2023,UPI,Master
TXN01558,M003,P3306,406,26-12-2023,UPI,Visa
TXN01559,M001,P0238,1590,14-03-2023,Card,NA
TXN01560,M003,P1329,510,19-07-2023,Card,NA
TXN01561,M002,P3127,744,26-02-2023,UPI,Visa
TXN01562,M002,P2089,4634,03-10-2023,Cash,Visa
TXN01563,M002,P2069,4951,27-04-2023,Card,Master
TXN01564,M002,P0015,1516,24-06-2023,Cash,Amex
TXN01565,M003,P3512,3024,06-07-2023,Cash,Visa
TXN01566,M001,P3114,2464,20-09-2023,UPI,Visa
TXN01567,M002,P0131,2554,16-10-2023,UPI,Amex
TXN01568,M001,P0672,206,02-03-2023,Cash,Visa
TXN01569,M003,P3973,2037,07-08-2023,Cash,NA
TXN01570,M002,P4389,2376,22-12-2023,Card,Visa
TXN01571,M003,P2141,3960,06-07-2023,Card,Master
TXN01572,M002,P4987,2388,11-06-2023,UPI,Master
TXN01573,M002,P4456,3212,12-04-2023,UPI,Master
TXN01574,M003,P1110,1443,16-12-2023,Cash,Amex
TXN01575,M001,P3315,492,12-02-2023,Cash,Master
TXN01576,M002,P4001,1205,19-01-2023,UPI,NA
TXN01577,M002,P2690,1394,10-11-2023,Cash,Visa
TXN01578,M001,P1299,3718,20-04-2023,Card,NA
TXN01579,M002,P4465,1621,27-07-2023,Cash,Visa
TXN01580,M002,P1579,1873,05-10-2023,Cash,Amex
TXN01581,M002,P0471,2572,23-06-2023,Card,Amex
TXN01582,M001,P1235,1190,13-05-2023,Cash,Amex
TXN01583,M003,P3102,1974,15-06-2023,UPI,Amex
TXN01584,M002,P0823,891,25-10-2023,Cash,NA
TXN01585,M001,P1008,4110,17-03-2023,Card,Visa
TXN01586,M003,P1711,3333,17-10-2023,Cash,Master
TXN01587,M003,P3269,1270,13-09-2023,UPI,NA
TXN01588,M002,P4846,1198,01-08-2023,Card,Master
TXN01589,M002,P2128,1332,14-10-2023,Cash,NA
TXN01590,M003,P3628,967,11-10-2023,UPI,Master
TXN01591,M003,P4208,1233,21-01-2023,Card,Visa
TXN01592,M002,P4725,1347,10-12-2023,UPI,NA
TXN01593,M002,P3006,1834,05-08-2023,UPI,Master
TXN01594,M002,P0439,3246,06-03-2023,Card,NA
TXN01595,M001,P3268,2948,09-08-2023,Card,Master
TXN01596,M003,P4332,1233,29-12-2023,UPI,Master
TXN01597,M002,P0157,3715,08-02-2023,UPI,Amex
TXN01598,M003,P4503,1183,11-10-2023,Cash,Master
TXN01599,M003,P0444,3563,12-10-2023,UPI,Master
TXN01600,M003,P1207,3993,07-07-2023,UPI,NA
TXN01601,M002,P1338,4956,03-09-2023,UPI,Master
TXN01602,M001,P2865,1181,11-12-2023,Card,Visa
TXN01603,M003,P2764,1381,15-06-2023,Cash,Master
TXN01604,M001,P3586,4297,13-11-2023,Cash,Amex
TXN01605,M002,P3784,3268,04-09-2023,UPI,Visa
TXN01606,M002,P2285,268,08-08-2023,Card,Visa
TXN01607,M002,P1547,3357,17-03-2023,Card,Visa
TXN01608,M002,P0206,371,12-01-2023,Cash,Master
TXN01609,M001,P3493,2725,24-06-2023,Card,Master
TXN01610,M001,P2275,335,20-04-2023,Cash,Master
TXN01611,M002,P2753,2517,25-01-2023,Card,Visa
TXN01612,M003,P4115,2657,01-11-2023,UPI,Master
TXN01613,M001,P0373,3746,28-12-2023,UPI,Visa
TXN01614,M002,P4156,749,31-12-2023,Cash,Master
TXN01615,M002,P0188,721,04-07-2023,UPI,Amex
TXN01616,M002,P2477,1408,04-08-2023,Card,NA
TXN01617,M003,P2990,2064,01-08-2023,Cash,Master
TXN01618,M003,P0846,1445,15-12-2023,Card,Visa
TXN01619,M003,P4181,2678,18-06-2023,UPI,Amex
TXN01620,M003,P3867,4706,31-12-2023,UPI,Amex
TXN01621,M003,P0109,3127,09-09-2023,Card,Amex
TXN01622,M003,P3568,4726,28-01-2023,Card,Visa
TXN01623,M002,P3486,800,07-02-2023,UPI,Master
TXN01624,M001,P4272,3450,12-09-2023,UPI,Master
TXN01625,M001,P2013,1049,19-08-2023,Card,NA
TXN01626,M002,P1545,1171,18-05-2023,Cash,Master
TXN01627,M002,P0847,1769,21-09-2023,Card,Master
TXN01628,M001,P4055,4942,29-11-2023,UPI,Visa
TXN01629,M001,P3405,3841,22-12-2023,Cash,Visa
TXN01630,M003,P2827,4318,19-09-2023,Card,Amex
TXN01631,M001,P4881,3213,13-05-2023,UPI,NA
TXN01632,M003,P2766,1581,21-01-2023,Cash,Master
TXN01633,M002,P3557,3031,10-02-2023,Card,NA
TXN01634,M002,P1681,1057,25-12-2023,Cash,Master
TXN01635,M002,P4593,2896,03-02-2023,Cash,NA
TXN01636,M001,P0967,2221,25-08-2023,Card,Visa
TXN01637,M003,P3220,263,02-11-2023,Card,NA
TXN01638,M003,P3566,4910,14-04-2023,UPI,Master
TXN01639,M003,P0738,1764,09-06-2023,UPI,Amex
TXN01640,M001,P2960,3064,07-08-2023,Cash,Visa
TXN01641,M002,P2704,1458,28-07-2023,Cash,NA
TXN01642,M001,P0212,901,01-07-2023,Card,NA
TXN01643,M002,P3430,791,13-03-2023,Cash,NA
TXN01644,M002,P2115,927,27-06-2023,Card,NA
TXN01645,M003,P4004,1407,12-02-2023,UPI,NA
TXN01646,M003,P1974,436,03-11-2023,UPI,Master
TXN01647,M003,P0895,655,29-01-2023,Card,Visa
TXN01648,M002,P0101,1744,29-09-2023,Cash,NA
TXN01649,M003,P4009,2535,11-05-2023,Card,Master
TXN01650,M001,P3448,4798,07-05-2023,Cash,Visa
TXN01651,M001,P4230,2941,06-08-2023,Card,Amex
TXN01652,M002,P4874,3083,22-07-2023,Card,Master
TXN01653,M003,P4555,4186,23-03-2023,UPI,Master
TXN01654,M003,P3723,3378,04-10-2023,Cash,Amex
TXN01655,M002,P4923,4877,01-04-2023,UPI,Master
TXN01656,M001,P1304,1629,31-10-2023,UPI,Amex
TXN01657,M002,P3982,1710,03-10-2023,Card,Amex
TXN01658,M002,P4138,2579,25-04-2023,UPI,Visa
TXN01659,M002,P0997,309,23-12-2023,UPI,Master
TXN01660,M003,P4920,542,06-09-2023,Cash,Visa
TXN01661,M001,P4877,3989,21-02-2023,UPI,Master
TXN01662,M001,P4987,3388,16-06-2023,Card,Amex
TXN01663,M002,P2592,4727,12-11-2023,UPI,Visa
TXN01664,M003,P2267,3254,25-03-2023,Cash,Visa
TXN01665,M002,P2723,239,07-10-2023,Card,Amex
TXN01666,M003,P1631,988,17-08-2023,Cash,Visa
TXN01667,M001,P4637,2628,20-03-2023,Card,Visa
TXN01668,M002,P1934,2184,24-09-2023,UPI,NA
TXN01669,M003,P1417,924,01-05-2023,Card,Master
TXN01670,M002,P4538,2972,28-05-2023,UPI,Master
TXN01671,M003,P0567,3618,13-03-2023,Card,Visa
TXN01672,M001,P0173,3942,07-06-2023,Cash,NA
TXN01673,M002,P4834,3993,12-01-2023,UPI,Visa
TXN01674,M001,P3726,1276,13-09-2023,Card,Amex
TXN01675,M001,P2123,4570,15-10-2023,UPI,Amex
TXN01676,M001,P3221,3785,25-03-2023,Card,Master
TXN01677,M003,P2477,1776,17-01-2023,Card,Master
TXN01678,M001,P3045,2817,28-10-2023,Cash,Master
TXN01679,M003,P3563,3072,14-03-2023,Cash,Visa
TXN01680,M001,P0948,1901,02-10-2023,UPI,Master
TXN01681,M003,P2974,130,15-09-2023,Cash,NA
TXN01682,M002,P2236,4772,25-11-2023,UPI,Master
TXN01683,M003,P0817,3528,06-03-2023,Card,Master
TXN01684,M002,P2357,2936,17-10-2023,Cash,Visa
TXN01685,M003,P4779,1037,18-05-2023,Card,Amex
TXN01686,M002,P1936,1181,22-09-2023,Cash,NA
TXN01687,M002,P3002,3705,15-11-2023,Cash,NA
TXN01688,M002,P0234,1972,09-08-2023,UPI,Amex
TXN01689,M003,P3962,1802,29-11-2023,Cash,Visa
TXN01690,M003,P3294,4015,07-06-2023,Cash,Amex
TXN01691,M002,P1847,476,18-03-2023,Cash,Amex
TXN01692,M003,P2068,2700,27-11-2023,Cash,Amex
TXN01693,M003,P4424,3093,22-06-2023,UPI,Visa
TXN01694,M003,P1957,4770,31-08-2023,Cash,Master
TXN01695,M001,P3729,2126,13-06-2023,UPI,Master
TXN01696,M002,P4619,408,12-05-2023,UPI,Master
TXN01697,M001,P1126,4116,28-05-2023,Card,NA
TXN01698,M001,P3108,3159,22-04-2023,Card,Visa
TXN01699,M002,P3210,3079,12-07-2023,Card,Master
TXN01700,M002,P3273,2563,21-09-2023,Cash,Master
TXN01701,M002,P2436,2370,21-05-2023,UPI,Master
TXN01702,M002,P4241,3604,26-02-2023,Cash,Visa
TXN01703,M002,P2655,3402,06-01-2023,Cash,Amex
TXN01704,M002,P4256,1540,11-12-2023,Cash,Master
TXN01705,M001,P1518,4458,08-05-2023,Cash,Master
TXN01706,M002,P3240,4362,26-10-2023,Card,NA
TXN01707,M003,P4269,970,08-06-2023,Card,NA
TXN01708,M001,P0534,4525,24-05-2023,Cash,Visa
TXN01709,M001,P2057,3394,14-02-2023,Card,NA
TXN01710,M001,P1621,1881,22-10-2023,Cash,Master
TXN01711,M001,P1051,2084,18-01-2023,Card,Visa
TXN01712,M002,P0187,2781,06-03-2023,Card,Visa
TXN01713,M002,P4913,3180,01-02-2023,Card,Master
TXN01714,M001,P0815,1797,01-09-2023,Card,Amex
TXN01715,M001,P1212,2278,26-12-2023,Card,Visa
TXN01716,M001,P3500,2575,16-04-2023,UPI,Visa
TXN01717,M002,P2141,4299,31-01-2023,UPI,Visa
TXN01718,M001,P1704,985,25-05-2023,Card,NA
TXN01719,M001,P3396,1545,19-01-2023,Card,Master
TXN01720,M003,P2524,272,06-03-2023,UPI,Amex
TXN01721,M001,P3718,1235,13-05-2023,Card,Amex
TXN01722,M002,P1726,1419,23-08-2023,Card,Master
TXN01723,M003,P3576,3773,05-04-2023,Cash,NA
TXN01724,M002,P3737,4367,28-11-2023,Card,Master
TXN01725,M002,P4662,4058,25-07-2023,UPI,Amex
TXN01726,M002,P0215,4646,01-11-2023,Cash,Visa
TXN01727,M001,P0903,3642,10-02-2023,UPI,NA
TXN01728,M002,P1170,4220,23-04-2023,UPI,NA
TXN01729,M002,P4316,2081,25-01-2023,Card,Visa
TXN01730,M003,P0960,3592,14-09-2023,UPI,Master
TXN01731,M003,P0824,3224,07-10-2023,Cash,NA
TXN01732,M001,P2732,2864,26-01-2023,Card,Amex
TXN01733,M001,P1819,2690,12-03-2023,UPI,Visa
TXN01734,M003,P0379,4746,09-12-2023,Card,NA
TXN01735,M002,P3798,2906,16-09-2023,Card,Visa
TXN01736,M001,P2902,3921,17-11-2023,UPI,Master
TXN01737,M003,P3626,561,13-06-2023,Cash,Amex
TXN01738,M003,P4164,3520,15-10-2023,Cash,NA
TXN01739,M002,P4374,1034,24-09-2023,Card,Visa
TXN01740,M001,P1470,797,28-07-2023,UPI,Master
TXN01741,M002,P3682,3259,12-11-2023,Cash,Amex
TXN01742,M003,P4669,2674,12-01-2023,UPI,Amex
TXN01743,M002,P4590,4116,24-01-2023,UPI,Visa
TXN01744,M002,P1304,1966,21-04-2023,UPI,Amex
TXN01745,M003,P0433,2707,15-01-2023,Card,Amex
TXN01746,M003,P4144,4456,24-06-2023,UPI,Visa
TXN01747,M003,P3059,3289,24-02-2023,UPI,Visa
TXN01748,M003,P3126,1412,18-06-2023,Cash,Amex
TXN01749,M003,P1438,2562,25-12-2023,Card,Amex
TXN01750,M001,P1926,930,13-04-2023,Cash,Amex
TXN01751,M003,P4788,2879,26-05-2023,UPI,Amex
TXN01752,M001,P3496,2521,06-03-2023,Card,Visa
TXN01753,M003,P1893,945,15-01-2023,Card,NA
TXN01754,M002,P2785,4308,17-08-2023,UPI,NA
TXN01755,M002,P0618,2837,01-01-2024,UPI,Amex
TXN01756,M003,P3331,1173,30-10-2023,Card,NA
TXN01757,M003,P1599,3750,20-06-2023,Card,Master
TXN01758,M002,P1107,989,22-11-2023,UPI,Amex
TXN01759,M003,P3014,4239,30-04-2023,UPI,NA
TXN01760,M001,P0307,1521,18-10-2023,UPI,Master
TXN01761,M002,P0446,4460,03-03-2023,Cash,NA
TXN01762,M002,P3115,3039,06-07-2023,Cash,Amex
TXN01763,M001,P1269,3727,15-01-2023,UPI,Master
TXN01764,M002,P2818,1398,10-02-2023,UPI,Amex
TXN01765,M002,P1784,1177,20-09-2023,Cash,Amex
TXN01766,M003,P2448,4928,31-07-2023,UPI,Visa
TXN01767,M001,P3158,687,15-08-2023,Card,Master
TXN01768,M001,P4439,3425,05-08-2023,UPI,Amex
TXN01769,M002,P1054,1215,25-05-2023,UPI,Amex
TXN01770,M002,P3062,1848,25-01-2023,Cash,Amex
TXN01771,M001,P3079,1937,31-10-2023,Card,Master
TXN01772,M002,P2867,4043,12-03-2023,Card,Master
TXN01773,M001,P4703,4467,02-05-2023,Card,Visa
TXN01774,M002,P1929,4542,11-11-2023,Cash,NA
TXN01775,M001,P2823,1017,26-08-2023,Cash,Master
TXN01776,M003,P4894,2094,23-09-2023,UPI,Amex
TXN01777,M002,P1523,1573,25-12-2023,UPI,Visa
TXN01778,M003,P2608,4675,18-06-2023,Cash,Amex
TXN01779,M001,P4005,2889,09-06-2023,UPI,Master
TXN01780,M002,P1600,1282,22-02-2023,UPI,Amex
TXN01781,M002,P4118,3285,21-10-2023,UPI,Amex
TXN01782,M001,P4456,755,25-10-2023,Cash,Master
TXN01783,M001,P1292,4313,03-02-2023,UPI,NA
TXN01784,M002,P2338,3040,21-03-2023,UPI,NA
TXN01785,M002,P2161,4677,29-01-2023,UPI,Amex
TXN01786,M003,P3886,4140,02-06-2023,Card,Visa
TXN01787,M002,P3865,1837,23-12-2023,Card,Visa
TXN01788,M003,P2970,3019,24-01-2023,Card,Visa
TXN01789,M002,P1777,4814,18-10-2023,UPI,Master
TXN01790,M003,P0192,4918,20-01-2023,Cash,Amex
TXN01791,M002,P0797,2475,05-01-2023,UPI,Master
TXN01792,M001,P1820,3431,24-10-2023,UPI,Amex
TXN01793,M002,P3749,553,25-06-2023,UPI,NA
TXN01794,M003,P4104,1477,16-10-2023,Card,Visa
TXN01795,M003,P1500,4870,08-07-2023,UPI,Amex
TXN01796,M002,P3839,1328,19-07-2023,Cash,Amex
TXN01797,M002,P0371,3630,26-01-2023,Card,Master
TXN01798,M002,P4520,4522,05-12-2023,Card,Master
TXN01799,M003,P4986,4033,14-08-2023,UPI,NA
TXN01800,M003,P3824,403,21-08-2023,Card,Master
TXN01801,M001,P3471,2415,27-11-2023,Cash,Master
TXN01802,M001,P0947,4401,10-07-2023,Card,Amex
TXN01803,M003,P1373,2960,03-06-2023,UPI,Amex
TXN01804,M002,P4690,3902,26-08-2023,Cash,Visa
TXN01805,M002,P1677,795,10-05-2023,UPI,Amex
TXN01806,M002,P2137,1250,26-09-2023,Cash,NA
TXN01807,M001,P0488,163,09-05-2023,UPI,Amex
TXN01808,M002,P4257,3679,13-06-2023,Cash,Master
TXN01809,M002,P0316,4378,27-10-2023,Card,Amex
TXN01810,M003,P0857,2725,29-11-2023,Cash,NA
TXN01811,M003,P2150,2088,26-09-2023,Cash,Visa
TXN01812,M001,P4742,4221,29-11-2023,UPI,NA
TXN01813,M003,P2229,2962,01-10-2023,Cash,Amex
TXN01814,M001,P0700,4488,20-05-2023,UPI,NA
TXN01815,M003,P3242,626,07-06-2023,Card,Visa
TXN01816,M003,P3211,4544,12-05-2023,Cash,Visa
TXN01817,M001,P2389,537,28-07-2023,Card,NA
TXN01818,M001,P3187,689,28-02-2023,UPI,Amex
TXN01819,M002,P2308,2432,11-08-2023,Card,Master
TXN01820,M003,P2070,3318,07-07-2023,UPI,Master
TXN01821,M001,P2994,4343,23-05-2023,Card,Visa
TXN01822,M003,P0678,945,22-08-2023,Cash,Amex
TXN01823,M001,P1097,792,19-04-2023,Cash,Master
TXN01824,M001,P1081,3371,15-12-2023,Card,Master
TXN01825,M001,P4936,1756,10-10-2023,Card,Master
TXN01826,M003,P2633,108,12-03-2023,Card,Master
TXN01827,M002,P2744,3549,30-07-2023,Cash,Master
TXN01828,M001,P4206,2375,11-04-2023,Cash,Master
TXN01829,M002,P4699,132,24-12-2023,UPI,Master
TXN01830,M001,P4803,1850,27-03-2023,Cash,Amex
TXN01831,M003,P4647,1077,25-06-2023,Card,Amex
TXN01832,M003,P2721,3157,08-03-2023,Cash,Visa
TXN01833,M002,P0780,4906,04-10-2023,Card,Amex
TXN01834,M003,P2440,4251,22-10-2023,Cash,Visa
TXN01835,M001,P0821,3632,15-05-2023,Card,NA
TXN01836,M003,P1391,1403,09-03-2023,UPI,Visa
TXN01837,M003,P2830,4777,05-12-2023,Cash,Visa
TXN01838,M001,P2355,2393,21-10-2023,Cash,Amex
TXN01839,M001,P2638,3102,04-12-2023,Cash,Visa
TXN01840,M001,P0638,4447,30-01-2023,Cash,NA
TXN01841,M003,P1587,2863,20-08-2023,Cash,NA
TXN01842,M002,P2075,362,01-09-2023,UPI,Amex
TXN01843,M002,P2730,941,08-02-2023,UPI,Master
TXN01844,M002,P1927,2123,21-03-2023,Cash,Master
TXN01845,M001,P2778,2804,13-05-2023,UPI,Master
TXN01846,M002,P3972,623,26-04-2023,Cash,NA
TXN01847,M001,P0091,117,22-04-2023,Card,Amex
TXN01848,M002,P2652,1201,04-05-2023,Cash,Amex
TXN01849,M001,P0030,2692,11-02-2023,Cash,Master
TXN01850,M001,P3659,4337,11-07-2023,Cash,Amex
TXN01851,M003,P4078,472,28-10-2023,Cash,NA
TXN01852,M003,P2188,2933,10-11-2023,Cash,NA
TXN01853,M003,P0809,2073,16-12-2023,UPI,Visa
TXN01854,M001,P2607,4893,31-01-2023,UPI,Visa
TXN01855,M001,P4494,1610,07-11-2023,Card,Amex
TXN01856,M003,P2235,1959,13-01-2023,UPI,Visa
TXN01857,M002,P4537,3100,11-09-2023,Cash,Amex
TXN01858,M003,P1974,4658,25-05-2023,UPI,Visa
TXN01859,M002,P3902,1925,04-09-2023,Cash,Amex
TXN01860,M001,P1036,4820,16-01-2023,UPI,Visa
TXN01861,M003,P4233,369,15-03-2023,Cash,Master
TXN01862,M001,P1320,3361,26-05-2023,UPI,Master
TXN01863,M002,P4115,4300,18-08-2023,Cash,Amex
TXN01864,M003,P4149,1063,17-05-2023,Card,Visa
TXN01865,M003,P2846,2229,04-12-2023,Cash,Visa
TXN01866,M001,P4494,1025,29-11-2023,Cash,NA
TXN01867,M001,P2573,1214,04-09-2023,Card,Amex
TXN01868,M002,P0294,1971,03-01-2023,Cash,Amex
TXN01869,M003,P2299,1484,10-06-2023,Cash,Amex
TXN01870,M002,P3082,825,04-10-2023,UPI,NA
TXN01871,M002,P1917,284,18-10-2023,Card,Amex
TXN01872,M001,P0557,1026,02-06-2023,Card,Master
TXN01873,M003,P1330,4489,22-08-2023,UPI,Amex
TXN01874,M003,P4522,2280,04-09-2023,Cash,NA
TXN01875,M003,P0463,795,09-07-2023,Card,Visa
TXN01876,M003,P2525,291,11-05-2023,Cash,Amex
TXN01877,M002,P4509,1936,24-09-2023,UPI,Visa
TXN01878,M003,P2596,2015,11-02-2023,UPI,Master
TXN01879,M002,P1520,4106,17-05-2023,UPI,Amex
TXN01880,M002,P0814,3394,14-03-2023,Card,Visa
TXN01881,M003,P0659,1750,15-10-2023,UPI,Visa
TXN01882,M002,P0013,2835,25-03-2023,Cash,Visa
TXN01883,M002,P3022,4646,10-08-2023,Cash,Amex
TXN01884,M003,P0039,1678,15-01-2023,Cash,Amex
TXN01885,M003,P2116,1926,27-10-2023,Cash,Master
TXN01886,M001,P2529,2475,07-04-2023,UPI,Master
TXN01887,M001,P2470,1488,30-10-2023,Cash,NA
TXN01888,M003,P2871,1650,17-06-2023,Card,Amex
TXN01889,M003,P4994,4638,06-09-2023,Cash,NA
TXN01890,M002,P0714,601,08-03-2023,Card,Master
TXN01891,M002,P2068,2581,31-12-2023,Cash,Master
TXN01892,M003,P1350,1077,08-09-2023,Cash,Master
TXN01893,M001,P0395,2181,24-05-2023,Card,Visa
TXN01894,M001,P4616,515,08-07-2023,Card,Master
TXN01895,M001,P4213,2113,19-11-2023,Card,Master
TXN01896,M001,P4869,3064,07-01-2023,Card,NA
TXN01897,M002,P0065,996,26-05-2023,Cash,NA
TXN01898,M003,P2962,2852,14-03-2023,UPI,Master
TXN01899,M002,P3286,1993,04-04-2023,UPI,NA
TXN01900,M002,P2958,4116,18-02-2023,Cash,Master
TXN01901,M002,P3963,2485,01-12-2023,Cash,NA
TXN01902,M003,P2123,2130,31-03-2023,UPI,NA
TXN01903,M002,P4709,1512,16-05-2023,Card,Visa
TXN01904,M001,P4697,4344,21-01-2023,UPI,Master
TXN01905,M001,P0620,1467,23-02-2023,UPI,NA
TXN01906,M001,P2987,2229,08-12-2023,Card,Master
TXN01907,M002,P2245,1156,12-10-2023,UPI,Visa
TXN01908,M001,P2924,2046,16-12-2023,Card,NA
TXN01909,M001,P2359,1694,02-02-2023,Cash,Master
TXN01910,M002,P3764,4651,07-01-2023,Card,Master
TXN01911,M002,P0808,3181,09-10-2023,Card,Amex
TXN01912,M001,P1682,2274,25-03-2023,Cash,NA
TXN01913,M001,P1444,1470,02-09-2023,UPI,NA
TXN01914,M003,P4310,4447,25-08-2023,Card,Visa
TXN01915,M002,P0752,2055,29-04-2023,UPI,Amex
TXN01916,M002,P0236,1556,16-02-2023,Cash,Amex
TXN01917,M002,P3578,937,21-10-2023,Card,Visa
TXN01918,M002,P2405,3715,25-11-2023,UPI,Visa
TXN01919,M001,P4113,858,29-12-2023,Card,Amex
TXN01920,M001,P3229,4048,21-12-2023,Cash,NA
TXN01921,M003,P1649,3263,28-10-2023,Cash,Visa
TXN01922,M002,P3439,349,31-08-2023,Card,Visa
TXN01923,M001,P0568,2762,31-12-2023,Card,NA
TXN01924,M001,P1492,2509,31-12-2023,Cash,NA
TXN01925,M001,P0908,1806,08-02-2023,UPI,NA
TXN01926,M003,P4301,3090,02-06-2023,UPI,NA
TXN01927,M003,P1947,926,08-08-2023,UPI,NA
TXN01928,M001,P0209,697,16-01-2023,Card,NA
TXN01929,M003,P2660,2875,07-06-2023,UPI,Visa
TXN01930,M002,P4926,1723,04-07-2023,UPI,Visa
TXN01931,M001,P2005,2513,21-01-2023,Cash,Amex
TXN01932,M003,P1669,3437,10-08-2023,UPI,Amex
TXN01933,M002,P2369,2146,17-11-2023,Cash,Master
TXN01934,M001,P1973,2161,24-03-2023,Card,Visa
TXN01935,M001,P0788,4739,21-05-2023,Card,Amex
TXN01936,M001,P1474,3163,16-12-2023,UPI,Master
TXN01937,M001,P0072,801,27-07-2023,UPI,Visa
TXN01938,M001,P4217,4230,14-01-2023,UPI,Master
TXN01939,M001,P3579,3330,31-01-2023,UPI,Amex
TXN01940,M001,P2285,1610,29-10-2023,Card,Master
TXN01941,M001,P3377,4134,05-06-2023,Cash,Master
TXN01942,M001,P4415,2209,30-05-2023,Cash,NA
TXN01943,M001,P1589,2416,16-01-2023,Card,Master
TXN01944,M001,P4343,4128,08-05-2023,Cash,Master
TXN01945,M003,P3447,4849,23-12-2023,Card,Master
TXN01946,M002,P0441,2239,10-02-2023,UPI,Visa
TXN01947,M002,P2319,4494,30-03-2023,Cash,NA
TXN01948,M001,P3197,2659,06-04-2023,Card,Master
TXN01949,M002,P1859,3382,12-12-2023,UPI,Amex
TXN01950,M003,P0244,743,28-07-2023,Cash,Visa
TXN01951,M003,P0450,1108,05-08-2023,Card,NA
TXN01952,M003,P4302,1735,14-10-2023,Card,NA
